objectid,arrest_num,inc_num,charge_seq_num,charge_code,charge_desc,nibrs_code,nibrs_desc,arr_date,gender_desc,race_desc,ethnicity_desc,age,juvenile,hour_of_day,day_of_week,year,quarter,month,neighborhood,district
93891,20200009207,202026738,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-04-13,MALE,WHITE,NOT HISPANIC OR LATINX,41,NO,13,2,2020,2,4,East Boston,A7
93897,20200009214,202029738,1,21123,"BREAKING & ENTERING, NON-RES, DAY",220,BURGLARY/B&E,2020-04-28,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,37,NO,2,3,2020,2,4,Fenway,D4
93900,20200009214,202029738,2,21418,LARCENY,23D,THEFT FROM BUILDING,2020-04-28,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,37,NO,2,3,2020,2,4,Fenway,D4
93938,20200002106,202007032,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2020-01-27,FEMALE,WHITE,HISPANIC OR LATINX,29,NO,1,2,2020,1,1,South Boston,C6
93943,20200011411,202011280,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2020-02-11,MALE,WHITE,NOT HISPANIC OR LATINX,51,NO,23,2,2020,1,2,Dorchester,C11
93946,20200011505,202056978,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-08-09,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,36,NO,18,1,2020,3,8,West Roxbury,E5
93947,20200002205,202009458,1,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2020-02-04,FEMALE,WHITE,NOT HISPANIC OR LATINX,29,NO,14,3,2020,1,2,Roslindale,E5
93949,20200011604,202006609,1,11923,ASSAULT AND BATTERY ON A POLICE OFFICER (INJURIES),13A,AGGRAVATED ASSAULT,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93950,20200002307,202008386,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2020-01-31,MALE,WHITE,HISPANIC OR LATINX,31,NO,16,6,2020,1,1,East Boston,A7
93952,20200011604,202006609,2,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93954,20200011604,202006609,3,12416,"PERSON, DISORDERLY",90C,DISORDERLY CONDUCT,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93956,20200002307,202008386,2,41127,"TRAFFICKING; CLASS B, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2020-01-31,MALE,WHITE,HISPANIC OR LATINX,31,NO,16,6,2020,1,1,East Boston,A7
93957,20200011604,202006609,4,12622,SERVICE FOR OTHER DEPARTMENT,90Z,ALL OTHER OFFENSES,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93959,20200002307,202008386,3,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-01-31,MALE,WHITE,HISPANIC OR LATINX,31,NO,16,6,2020,1,1,East Boston,A7
93960,20200011604,202006609,5,21129,TRESPASSING,90J,TRESSPASSING,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93962,20200002307,202008386,4,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-01-31,MALE,WHITE,HISPANIC OR LATINX,31,NO,16,6,2020,1,1,East Boston,A7
93963,20200011604,202006609,6,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93966,20200011604,202006609,7,41214,"DISTRIBUTION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
93970,20200011604,202006609,8,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-01-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,9,7,2020,1,1,South End,D4
94022,20200009303,202000255,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-01-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,8,4,2020,1,1,Dorchester,B3
94025,20200009303,202000255,2,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-01-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,8,4,2020,1,1,Dorchester,B3
94028,20200009303,202000255,3,12311,OTHER,Unknown,OTHER,2020-01-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,8,4,2020,1,1,Dorchester,B3
94031,20200009306,182051165,1,21612,"ARSON, SINGLE DWELLING",200,ARSON,2020-05-28,FEMALE,WHITE,NOT HISPANIC OR LATINX,40,NO,11,5,2020,2,5,Roxbury,D4
94034,20200009314,202029738,1,21123,"BREAKING & ENTERING, NON-RES, DAY",220,BURGLARY/B&E,2020-04-28,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,37,NO,8,3,2020,2,4,Unknown,Unknown
94099,20200017552,2020-1973,1,12611,OTHER,Unknown,OTHER,2020-03-04,MALE,WHITE,NOT HISPANIC OR LATINX,52,NO,17,4,2020,1,3,Unknown,MBTA
94121,20200001401,031929226,1,11611,OTHER,Unknown,OTHER,2020-02-06,MALE,WHITE,HISPANIC OR LATINX,82,NO,10,5,2020,1,2,Unknown,E13
94155,20200002105,202008598,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2020-02-01,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,51,NO,12,7,2020,1,2,West Roxbury,E5
94156,20200002214,202007352,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-01-28,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,2,3,2020,1,1,Unknown,Unknown
94158,20200002607,192079769,1,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2020-02-01,MALE,WHITE,NOT HISPANIC OR LATINX,37,NO,18,7,2020,1,2,East Boston,A7
94159,20200002607,192079769,2,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2020-02-01,MALE,WHITE,NOT HISPANIC OR LATINX,37,NO,18,7,2020,1,2,East Boston,A7
94160,20200002607,192079769,3,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2020-02-01,MALE,WHITE,NOT HISPANIC OR LATINX,37,NO,18,7,2020,1,2,East Boston,A7
94185,20200002706,19065880,1,12421,"DISORDERLY CONDUCT, OTHER",Unknown,OTHER,2020-02-01,FEMALE,WHITE,NOT HISPANIC OR LATINX,32,NO,15,7,2020,1,2,Dorchester,C6
94186,20200002706,19065880,2,21129,TRESPASSING,90J,TRESSPASSING,2020-02-01,FEMALE,WHITE,NOT HISPANIC OR LATINX,32,NO,15,7,2020,1,2,Dorchester,C6
94187,20200002706,19065880,3,21412,LARCENY OF AUTO ACC. OVER $250,23G,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,2020-02-01,FEMALE,WHITE,NOT HISPANIC OR LATINX,32,NO,15,7,2020,1,2,Dorchester,C6
94188,20200002706,19065880,4,41314,"POSSESSION OF CLASS C, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-02-01,FEMALE,WHITE,NOT HISPANIC OR LATINX,32,NO,15,7,2020,1,2,Dorchester,C6
94189,20200002805,202002381,1,11811,OTHER,Unknown,OTHER,2020-02-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,13,6,2020,1,2,Dorchester,C11
94190,20200002805,202002381,2,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-02-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,13,6,2020,1,2,Dorchester,C11
94201,20200002805,202002381,3,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2020-02-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,13,6,2020,1,2,Dorchester,C11
94202,20200002807,202006788,1,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2020-02-05,FEMALE,WHITE,NOT HISPANIC OR LATINX,31,NO,23,3,2020,1,2,East Boston,A7
94203,20200002807,202006788,2,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2020-02-05,FEMALE,WHITE,NOT HISPANIC OR LATINX,31,NO,23,3,2020,1,2,East Boston,A7
94217,20200003305,202014885,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2020-02-24,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,9,2,2020,1,2,West Roxbury,E5
94218,20200003305,202014885,2,22111,OTHER,Unknown,OTHER,2020-02-24,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,9,2,2020,1,2,West Roxbury,E5
94219,20200003306,202010532,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-02-08,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,1,7,2020,1,2,South Boston Waterfront,C6
94221,20200016314,202057598,2,11911,OTHER,Unknown,OTHER,2020-08-11,MALE,WHITE,NOT HISPANIC OR LATINX,46,NO,17,3,2020,3,8,Brighton,D14
94222,20200016314,202057598,3,12611,OTHER,Unknown,OTHER,2020-08-11,MALE,WHITE,NOT HISPANIC OR LATINX,46,NO,17,3,2020,3,8,Brighton,D14
94223,20200016314,202057598,4,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2020-08-11,MALE,WHITE,NOT HISPANIC OR LATINX,46,NO,17,3,2020,3,8,Brighton,D14
94224,20200016318,202055114,1,21116,DWELLING HOUSE; DAY BREAKING AND ENTERING,220,BURGLARY/B&E,2020-08-03,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,11,2,2020,3,8,Hyde Park,E18
94225,20200016318,202055114,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2020-08-03,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,11,2,2020,3,8,Hyde Park,E18
94226,20200016407,202043357,1,11913,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-06-21,MALE,WHITE,HISPANIC OR LATINX,45,NO,3,1,2020,2,6,East Boston,A7
94227,20200016418,202054838,1,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2020-08-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,14,2,2020,3,8,Hyde Park,E18
94228,20200016418,202054838,2,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-08-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,14,2,2020,3,8,Hyde Park,E18
94229,20200016418,202054838,3,12316,THREATS (209A),13C,INTIMIDATION,2020-08-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,14,2,2020,3,8,Hyde Park,E18
94230,20200016503,202014092,1,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2020-02-21,MALE,WHITE,HISPANIC OR LATINX,21,NO,6,6,2020,1,2,Dorchester,B3
94244,20200003607,202010932,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-02-09,MALE,WHITE,HISPANIC OR LATINX,27,NO,18,1,2020,1,2,East Boston,A7
94245,20200003613,202008962,1,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2020-02-03,MALE,WHITE,HISPANIC OR LATINX,40,NO,22,1,2020,1,2,Jamaica Plain,E13
94246,20200003707,202011275,1,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2020-02-11,MALE,WHITE,HISPANIC OR LATINX,25,NO,22,2,2020,1,2,East Boston,A7
94247,20200003714,202011963,1,41316,"POSSESSION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-02-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,8,5,2020,1,2,Allston,D14
94276,20200004205,202018443,1,12611,OTHER,Unknown,OTHER,2020-03-07,MALE,WHITE,NOT HISPANIC OR LATINX,52,NO,12,7,2020,1,3,West Roxbury,E5
94277,20200004205,202018443,2,21118,"ATTEMPTED B&E RESIDENCE, DAY",220,BURGLARY/B&E,2020-03-07,MALE,WHITE,NOT HISPANIC OR LATINX,52,NO,12,7,2020,1,3,West Roxbury,E5
94278,20200004214,202012552,1,31112,OPERATING UNDER THE INFLUENCE OF ALCOHOL,90D,DRIVING UNDER THE INFLUENCE,2020-02-15,MALE,WHITE,HISPANIC OR LATINX,22,NO,2,7,2020,1,2,Brighton,D14
94305,20200002506,202007808,1,21312,SHOPLIFTING - $200&OVER,23C,SHOPLIFITING,2020-01-29,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,4,2020,1,1,South End,D4
94306,20200002506,202007808,2,41314,"POSSESSION OF CLASS C, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-01-29,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,4,2020,1,1,South End,D4
94307,20200002601,512728450,1,11614,INDECENT A&B ON A PERSON WHO HAS ATTAINED 14,13A,AGGRAVATED ASSAULT,2020-03-11,MALE,WHITE,NOT HISPANIC OR LATINX,47,NO,10,4,2020,1,3,Unknown,D14
94308,20200002606,202008540,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-02-01,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,4,7,2020,1,2,South End,D4
94309,20200002618,202006869,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2020-01-26,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,21,NO,11,1,2020,1,1,Hyde Park,E18
94310,20200002813,202007496,1,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2020-01-28,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,15,3,2020,1,1,Jamaica Plain,E13
94313,20200016503,202014092,2,31216,OPERATING UNINSURED MOTOR VEHICLE,NR,MOTOR VEHICLE VIOLATIONS,2020-02-21,MALE,WHITE,HISPANIC OR LATINX,21,NO,6,6,2020,1,2,Dorchester,B3
94314,20200016605,202086086,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-11-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,51,NO,18,7,2020,4,11,Roslindale,E5
94315,20200016614,202057963,1,21122,BREAKING AND ENTERING A BUILDING OR SHIP; INTENT TO COMMIT A FELONY,220,BURGLARY/B&E,2020-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,41,NO,6,5,2020,3,8,Allston,D14
94316,20200016614,202057963,2,21133,POSS OF BURGLARIOUS TOOLS,90Z,ALL OTHER OFFENSES,2020-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,41,NO,6,5,2020,3,8,Allston,D14
94317,20200016703,202014242,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-02-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,58,NO,17,6,2020,1,2,Mattapan,B3
94318,20200016714,202058289,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,10,6,2020,3,8,Allston,D14
94319,20200016714,202058289,2,12511,OTHER,Unknown,OTHER,2020-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,10,6,2020,3,8,Allston,D14
94320,20200016810,202009608,1,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-02-05,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,43,NO,21,3,2020,1,2,Downtown,A1
94321,20200016810,202009608,2,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-02-05,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,43,NO,21,3,2020,1,2,Downtown,A1
94322,20200016814,202058313,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-08-14,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,39,NO,11,6,2020,3,8,Brighton,D14
94347,20200004706,202014105,1,21116,DWELLING HOUSE; DAY BREAKING AND ENTERING,220,BURGLARY/B&E,2020-02-21,FEMALE,WHITE,NOT HISPANIC OR LATINX,36,NO,8,6,2020,1,2,South Boston,C6
94432,20200003013,202007874,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2020-01-29,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,19,NO,18,4,2020,1,1,Jamaica Plain,E13
94433,20200003013,202007874,2,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2020-01-29,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,19,NO,18,4,2020,1,1,Jamaica Plain,E13
94434,20200003106,202009958,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2020-02-06,FEMALE,WHITE,NOT HISPANIC OR LATINX,50,NO,1,5,2020,1,2,South Boston,C6
94455,20200003106,202009958,2,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2020-02-06,FEMALE,WHITE,NOT HISPANIC OR LATINX,50,NO,1,5,2020,1,2,South Boston,C6
94456,20200003106,202009958,3,21129,TRESPASSING,90J,TRESSPASSING,2020-02-06,FEMALE,WHITE,NOT HISPANIC OR LATINX,50,NO,1,5,2020,1,2,South Boston,C6
94457,20200003107,202010254,1,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2020-02-07,MALE,WHITE,HISPANIC OR LATINX,28,NO,4,6,2020,1,2,East Boston,A7
94475,20200016907,202046017,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-07-01,MALE,WHITE,NOT HISPANIC OR LATINX,45,NO,20,3,2020,2,6,East Boston,A7
94476,20200016907,202046017,2,12611,OTHER,Unknown,OTHER,2020-07-01,MALE,WHITE,NOT HISPANIC OR LATINX,45,NO,20,3,2020,2,6,East Boston,A7
94477,20200017010,192083588,1,11712,SEX FOR A FEE (PROSTITUTE),40A,PROSTITUTION OFFENSES,2020-02-05,FEMALE,WHITE,HISPANIC OR LATINX,41,NO,0,4,2020,1,2,Chinatown,A1
94478,20200017010,192083588,2,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-02-05,FEMALE,WHITE,HISPANIC OR LATINX,41,NO,0,4,2020,1,2,Chinatown,A1
94479,20200017010,192083588,3,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-02-05,FEMALE,WHITE,HISPANIC OR LATINX,41,NO,0,4,2020,1,2,Chinatown,A1
94480,20200017111,202007066,1,12525,"ASSLT & BATTERY DANGEROUS WEAPON, VICTIM OVER 65 YRS",13A,AGGRAVATED ASSAULT,2020-03-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,53,NO,12,6,2020,1,3,Dorchester,C11
94481,20200017111,202007066,2,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2020-03-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,53,NO,12,6,2020,1,3,Dorchester,C11
94482,20200017111,202007066,3,21131,"BREAKING & ENTERING A MOTOR VEHICLE, NIGHT",23G,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,2020-03-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,53,NO,12,6,2020,1,3,Dorchester,C11
94483,20200017111,202007066,4,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2020-03-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,53,NO,12,6,2020,1,3,Dorchester,C11
94484,20200017207,202047032,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-07-04,MALE,WHITE,HISPANIC OR LATINX,22,NO,12,7,2020,3,7,East Boston,A7
94485,20200017207,202047032,2,12315,"ASSAULT & BATTERY, DANGEROUS WEAPON (209A)",13A,AGGRAVATED ASSAULT,2020-07-04,MALE,WHITE,HISPANIC OR LATINX,22,NO,12,7,2020,3,7,East Boston,A7
94486,20200017210,202009736,1,12112,UNARMED ASSAULT,13B,SIMPLE ASSAULT,2020-02-05,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,11,4,2020,1,2,Chinatown,A1
94487,20200017218,202056406,1,11911,OTHER,Unknown,OTHER,2020-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,19,6,2020,3,8,Roslindale,E5
94488,20200017218,202056406,2,11931,ASSAULT WITH INTENT TO MURDER,120,ROBBERY,2020-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,19,6,2020,3,8,Roslindale,E5
94489,20200017302,202012912,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-02-19,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,15,4,2020,1,2,Dorchester,B2
94490,20200017302,202012912,2,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-02-19,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,15,4,2020,1,2,Dorchester,B2
94491,20200017303,202014764,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-02-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,14,YES,20,1,2020,1,2,Mattapan,B3
94492,20200017305,202089476,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-12-05,MALE,WHITE,HISPANIC OR LATINX,38,NO,17,7,2020,4,12,West Roxbury,E5
94493,20200017313,202048857,1,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2020-07-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,1,7,2020,3,7,Jamaica Plain,E13
94494,20200017413,202049065,1,12113,ASSAULT AND BATTERY,13A,AGGRAVATED ASSAULT,2020-07-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,22,NO,0,1,2020,3,7,Jamaica Plain,E13
94495,20200017452,2020-1971,1,11412,FAILURE TO REGISTER - SEX OFFENDER REGISTRY,90Z,ALL OTHER OFFENSES,2020-03-04,MALE,WHITE,NOT HISPANIC OR LATINX,66,NO,16,4,2020,1,3,Unknown,MBTA
94496,20200017552,2020-1973,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-03-04,MALE,WHITE,NOT HISPANIC OR LATINX,52,NO,17,4,2020,1,3,Unknown,MBTA
94499,20200017610,202009927,1,11922,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON - P.O.,13A,AGGRAVATED ASSAULT,2020-02-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,21,4,2020,1,2,Bay Village,A1
94562,20200015606,202066159,3,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-09-10,FEMALE,WHITE,NOT HISPANIC OR LATINX,42,NO,19,5,2020,3,9,Dorchester,C6
94563,20200015613,202043087,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-06-20,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,4,7,2020,2,6,Jamaica Plain,E13
94564,20200015613,202043087,2,12316,THREATS (209A),13C,INTIMIDATION,2020-06-20,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,4,7,2020,2,6,Jamaica Plain,E13
94565,20200015618,202052561,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2020-07-25,MALE,WHITE,HISPANIC OR LATINX,24,NO,2,7,2020,3,7,Hyde Park,E18
94566,20200015618,202052561,2,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2020-07-25,MALE,WHITE,HISPANIC OR LATINX,24,NO,2,7,2020,3,7,Hyde Park,E18
94567,20200015618,202052561,3,31213,SPEEDING,NR,MOTOR VEHICLE VIOLATIONS,2020-07-25,MALE,WHITE,HISPANIC OR LATINX,24,NO,2,7,2020,3,7,Hyde Park,E18
94568,20200015703,202013584,1,11923,ASSAULT AND BATTERY ON A POLICE OFFICER (INJURIES),13A,AGGRAVATED ASSAULT,2020-02-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,12,4,2020,1,2,Dorchester,B3
94569,20200015703,202013584,2,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2020-02-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,12,4,2020,1,2,Dorchester,B3
94570,20200015703,202013584,3,12212,DANGEROUS WEAPONS UNLAWFULLY CARRIED,520,WEAPON LAW VIOLATIONS,2020-02-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,12,4,2020,1,2,Dorchester,B3
94571,20200015703,202013584,4,12611,OTHER,Unknown,OTHER,2020-02-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,12,4,2020,1,2,Dorchester,B3
94612,20200001907,202006976,1,12416,"PERSON, DISORDERLY",90C,DISORDERLY CONDUCT,2020-01-27,MALE,WHITE,HISPANIC OR LATINX,51,NO,19,1,2020,1,1,East Boston,A7
